word,image,emoji,fit
south,,🧭,2
southerly,,🧭,1
southern,,🧭,2
southerner,,🧭,1
southward,,🧭,1
southwards,,🧭,1
souvenir,,🎁,2
sovereign,,👑,2
sovereignty,,👑,2
soviet,,🚩,2
sow,,🌱,3
sown,,🌱,2
sox,,🧦,3
soy,,🌱,2
spa,,💆,3
space,,🚀,3
spacey,,🌌,1
spacious,,📐,1
spade,,♠️,3
spaghetti,,🍝,3
span,,📏,1
spandex,,🩱,1
spangle,,✨️,2
spaniel,,🐕️,3
spank,,🖐️,2
spanking,,🖐️,1
spar,,🥊,2
spare,,🆓,1
sparing,,🆓,1
spark,,✨️,3
sparkle,,✨️,3
sparkler,,🎇,3
sparrow,,🐦️,3
sparse,,🕳️,1
spasm,,😖,2
spasmodic,,😖,1
spastic,,😖,1
spat,,😤,1
spate,,🌊,1
spatial,,📐,1
spatter,,💦,2
spatula,,🥄,3
spawn,,🐟️,2
spay,,🐾,1
speak,,🗣️,3
speaker,,🔊,3
spear,,🔱,3
special,,⭐️,2
specialist,,🩺,1
specialization,,🎯,1
specialize,,🎯,2
specially,,⭐️,1
specialty,,⭐️,2
specie,,🪙,1
species,,🧬,2
specific,,🎯,2
specification,,📋️,1
specify,,📋️,2
specimen,,🧪,2
specious,,🤥,1
speck,,🔸,2
speckle,,🔸,2
speckled,,🔸,2
specs,,👓️,2
spectacle,,👓️,2
spectacular,,🤩,2
spectator,,👀,2
specter,,👻,3
spectra,,🌈,1
spectral,,👻,1
spectroscope,,🔬,2
spectroscopic,,🔬,1
spectroscopy,,🔬,2
spectrum,,🌈,3
speculate,,🤔,2
speculation,,🤔,2
speculative,,🤔,1
sped,,💨,1
speech,,🗣️,3
speechless,,😶,2
speed,,💨,3
speedometer,,⏱️,2
speedster,,🏎️,2
speedy,,💨,2
spell,,🔤,2
speller,,🔤,1
spelling,,🔤,2
spelt,,🌾,1
spelunker,,🕳️,2
spend,,💸,3
spent,,💸,2
sperm,,🧬,2
spermatozoa,,🧬,1
spermatozoon,,🧬,1
spew,,🤮,2
sphere,,⚪️,2
spherical,,⚪️,1
spheroid,,⚪️,1
sphincter,,🍑,1
sphinx,,🗿,2
spice,,🌶️,3
spicy,,🌶️,3
spider,,🕷️,3
spidery,,🕷️,1
spiel,,🗣️,1
spiffy,,✨️,1
spigot,,🚰,2
spike,,📈,2
spiky,,📌,1
spill,,💦,3
spilt,,💦,2
spin,,🌀,3
spinach,,🥬,3
spinal,,🦴,1
spindle,,🧵,2
spindly,,🦵,1
spine,,🦴,2
spineless,,😨,1
spinet,,🎹,1
spinnaker,,⛵️,1
spinster,,👵,1
spinsterhood,,👵,1
spiny,,🌵,2
spiral,,🌀,3
spire,,🗼,2
spirit,,👻,2
spirited,,😃,1
spiritless,,😔,1
spiritual,,🙏,2
spiritualism,,🔮,1
spiritualist,,🔮,1
spiritualistic,,🔮,1
spirituality,,🙏,1
spit,,🤮,2
spite,,😠,2
spiteful,,😠,2
spittle,,💦,1
spittoon,,🚽,1
splash,,💦,3
splashy,,💦,2
splat,,💥,2
splatter,,💦,2
splay,,🖐️,1
spleen,,🫀,1
splendid,,✨️,2
splendor,,✨️,2
splenetic,,😠,1
splice,,✂️,2
splint,,🩹,3
splinter,,🪵,2
split,,➗️,2
splitting,,➗️,1
splotch,,🔵,1
splotchy,,🔵,1
splurge,,💸,2
splutter,,🗣️,1
spoil,,🤢,2
spoiled,,🤢,2
spoilt,,🤢,2
spoke,,🗣️,2
spoken,,🗣️,2
spokesman,,🎙️,2
spokesperson,,🎙️,2
spokeswoman,,🎙️,2
sponge,,🧽,3
spongy,,🧽,2
sponsor,,🤝,2
sponsorship,,🤝,2
spontaneity,,🎲,1
spontaneous,,🎲,1
spoof,,🎭️,2
spook,,👻,3
spooky,,👻,3
spool,,🧵,3
spoon,,🥄,3
spoonerism,,🗣️,1
spoonful,,🥄,2
spoor,,🐾,2
sporadic,,🎲,1
spore,,🍄,2
sport,,⚽️,2
sporting,,⚽️,2
sportive,,⚽️,1
sports,,⚽️,3
sportsman,,🏅,2
sportsmanlike,,🏅,1
sportsmanship,,🏅,2
sportswoman,,🏅,2
sporty,,⚽️,2
spot,,🔴,2
spotless,,✨️,2
spotter,,🔭,1
spotty,,🔴,2
spouse,,💑,2
spout,,🚰,2
sprain,,🤕,2
sprang,,🤸,1
sprat,,🐟️,2
sprawl,,🛋️,1
spray,,💦,3
spread,,📖,1
spree,,🛍️,2
sprig,,🌿,2
sprightly,,💃,1
spring,,🌸,3
springy,,🌀,1
sprinkle,,🧂,2
sprinkling,,🌦️,2
sprint,,🏃,3
sprite,,🧚,2
sprocket,,⚙️,2
sprout,,🌱,3
spruce,,🌲,2
sprung,,🌀,1
spry,,💃,1
spud,,🥔,2
spume,,🫧,1
spun,,🌀,2
spunk,,💪,1
spunky,,💪,1
spur,,🥾,2
spurious,,🤥,1
spurn,,🙅,2
spurt,,💦,1
sputter,,💨,1
sputum,,🤧,1
spy,,🕵️,3
squab,,🐦️,1
squabble,,🗣️,2
squad,,👥,2
squadron,,✈️,2
squalid,,🤢,1
squall,,🌬️,2
squalor,,🤢,1
squander,,💸,2
square,,🟦,3
squash,,🎃,3
squat,,🏋️,3
squatter,,🏚️,1
squaw,,👩,1
squawk,,🦜,2
squeak,,🐭,2
squeaky,,🐭,2
squeal,,😱,2
squeamish,,🤢,2
squeegee,,🧽,3
squeeze,,🤏,2
squelch,,👣,1
squid,,🦑,3
squiggle,,〰️,2
squint,,😑,2
squire,,🤴,1
squirm,,😖,1
squirmy,,😖,1
squirrel,,🐿️,3
squirt,,💦,2
squish,,🤏,2
squishy,,🤏,2
stab,,🔪,3
stability,,⚖️,1
stabilization,,⚖️,1
stabilize,,⚖️,2
stable,,🐎,2
staccato,,🎵,1
stack,,🥞,2
stadia,,🏟️,2
stadium,,🏟️,3
staff,,👥,2
staffer,,👤,2
stag,,🦌,3
stage,,🎭️,3
stagger,,🥴,2
staggering,,😲,1
stagnant,,🟢,1
stagnate,,🟢,1
stagnation,,🟢,1
staid,,😐️,1
stain,,🟤,2
stainless,,🍽️,1
stair,,🪜,3
stake,,🪵,2
stalactite,,🪨,2
stalagmite,,🪨,2
stale,,🍞,2
stalk,,🌿,2
stall,,🛑,2
stallion,,🐎,3
stalwart,,💪,1
stamen,,🌸,2
stamina,,💪,2
stammer,,🗣️,1
stamp,,📮,3
stampede,,🐃,2
stance,,🧍,1
stanch,,🩹,1
stanchion,,📏,1
stand,,🧍,2
standard,,📏,1
standardization,,📏,1
standardize,,📏,1
standing,,🧍,2
stank,,🤢,1
stanza,,📜,2
staph,,🦠,2
staphylococcus,,🦠,2
staple,,📎,3
star,,⭐️,3
starch,,🌾,1
starchy,,🍞,1
stardom,,🌟,2
stare,,👀,3
stark,,😐️,1
starless,,🌑,1
starlet,,🌟,1
starling,,🐦️,2
starry,,✨️,2
start,,🏁,2
starter,,🏁,2
startle,,😲,2
startling,,😲,1
starvation,,🍽️,2
starve,,🍽️,2
stash,,📦️,2
state,,🗺️,1
statehood,,🗺️,1
stateless,,🚫,1
stately,,🏰,2
statement,,📄,2
statesman,,🎩,1
statesmanlike,,🎩,1
statesmanship,,🎩,1
static,,📺️,2
station,,🚉,3
stationary,,📍,2
stationer,,✉️,1
stationery,,✉️,3
statistic,,📊,2
statistical,,📊,2
statistician,,📊,2
statistics,,📊,3
statuary,,🗿,1
statue,,🗿,3
statuesque,,🗿,2
statuette,,🗿,2
stature,,📏,1
status,,📊,1
statute,,📜,2
statutory,,📜,1
staunch,,💪,1
stave,,🍷,1
staves,,🍷,1
stay,,🧍,2
stead,,➡️,1
steady,,✋️,2
steak,,🥩,3
steal,,🦹,3
stealth,,🥷,2
stealthy,,🥷,3
steam,,♨️,3
steamer,,♨️,2
steamship,,🚢,2
steamy,,♨️,2
steed,,🐎,2
steel,,⛓️,2
steely,,⛓️,1
steep,,⛰️,2
steeple,,⛪️,2
steer,,🐂,2
steerage,,🚢,1
stein,,🍺,2
stellar,,⭐️,2
stem,,🌱,2
stench,,🤢,2
stencil,,🔤,2
stenographer,,⌨️,2
stenography,,⌨️,1
stentorian,,🔊,1
step,,🚶,2
steppe,,🌾,1
stereo,,📻️,2
stereophonic,,🔊,1
stereoscope,,🔭,1
sterile,,🧼,2
sterility,,🚫,1
sterilization,,🧼,1
sterilize,,🧼,2
sterling,,🥈,1
stern,,😠,2
sterna,,🦴,1
sternum,,🦴,2
steroid,,💊,2
stethoscope,,🩺,3
stevedore,,⚓️,1
stew,,🍲,3
steward,,✈️,1
stewardess,,✈️,1
stick,,🥢,2
sticker,,🏷️,3
stickler,,📏,1
sticky,,🍯,2
stiff,,🪵,2
stiffen,,🪵,1
stifle,,🤐,2
stigma,,🏷️,1
stigmata,,✝️,1
stigmatize,,🏷️,1
stile,,🚧,1
stiletto,,👠,3
still,,🧘,1
stilt,,🦵,2
stilted,,🪵,1
stimulant,,☕️,2
stimulate,,⚡️,2
stimulating,,⚡️,2
stimulation,,⚡️,2
stimuli,,⚡️,1
stimulus,,⚡️,2
sting,,🐝,3
stingy,,🤑,2
stink,,🤢,3
stinking,,🤢,2
stint,,⏳️,1
stipend,,💵,2
stipple,,🎨,1
stipulate,,📝,1
stipulation,,📝,1
stir,,🥄,3
stirring,,🥄,1
stirrup,,🐎,2
stitch,,🧵,3
stoat,,🦡,1
stock,,📈,2
stockade,,🚧,1
stocking,,🧦,3
stocky,,💪,1
stodgy,,🍽️,1
stoic,,😐️,2
stoical,,😐️,1
stoicism,,😐️,1
stoke,,🔥,2
stole,,🦝,1
stolen,,🦹,2
stolid,,😐️,1
stomach,,🍽️,3
stomp,,👣,3
stone,,🪨,3
stoned,,😵,2
stony,,🪨,2
stood,,🧍,1
stooge,,🤡,1
stool,,🪑,3
stoop,,🧎,2
stop,,🛑,3
stoppage,,🛑,1
stopper,,🍾,2
storage,,📦️,2
store,,🏬,3
storey,,🏢,2
storied,,📖,1
stork,,🦩,2
storm,,⛈️,3
stormy,,⛈️,2
story,,📖,3
stout,,🍺,2
stove,,🔥,3
stow,,📦️,1
straddle,,🦵,1
strafe,,✈️,1
straggle,,🚶,1
straggly,,🚶,1
straight,,➡️,2
straighten,,📏,2
strain,,😖,2
strained,,😖,1
strainer,,🥄,3
strait,,🌊,2
strand,,🏖️,1
strange,,😳,2
stranger,,🕵️,2
strangle,,✋️,2
strangulate,,✋️,1
strangulation,,✋️,1
strap,,🎒,2
strapless,,👗,1
strapped,,💸,1
strapping,,💪,1
strata,,🪨,1
stratagem,,♟️,2
strategic,,♟️,2
strategist,,♟️,2
strategy,,♟️,3
stratification,,🪨,1
stratify,,🪨,1
stratosphere,,🌌,2
stratum,,🪨,1
straw,,🥤,2
stray,,🐕️,2
streak,,⚡️,2
streaky,,🥓,1
stream,,🏞️,3
streamer,,🎉,2
street,,🛣️,3
strength,,💪,3
strengthen,,💪,2
strenuous,,🏋️,2
streptococci,,🦠,1
streptococcus,,🦠,2
streptomycin,,💊,1
stress,,😫,3
stressful,,😫,2
stretch,,🧘,3
stretcher,,🚑️,3
stretchy,,🧵,1
strew,,🍂,1
strewn,,🍂,1
stricken,,🤒,2
strict,,🚫,2
stricture,,⚖️,1
stridden,,🚶,1
stride,,🚶,2
strident,,🔊,1
strife,,⚔️,2
strike,,⚡️,2
striker,,⚽️,2
striking,,😲,1
string,,🧵,3
stringency,,📏,1
stringent,,📏,1
stringer,,🧵,1
stringy,,🧵,1
strip,,➖️,2
stripe,,🦓,3
striped,,🦓,3
stripling,,🧒,1
stripper,,💃,2
strive,,💪,2
striven,,💪,1
strobe,,💡,2
strode,,🚶,1
stroke,,🏊️,2
stroll,,🚶,2
stroller,,👶,3
strong,,💪,3
strontium,,⚛️,1
strop,,🪒,1
strove,,💪,1
struck,,💥,1
structural,,🏗️,1
structure,,🏗️,3
strudel,,🥮,2
struggle,,😣,2
strum,,🎸,2
strumpet,,👩,1
strung,,🎻,1
strut,,🚶,2
strychnine,,☠️,1
stub,,🎫,2
stubble,,🧔,2
stubbly,,🧔,1
stubborn,,😤,2
stubby,,🤏,1
stucco,,🧱,1
stuck,,🪵,2
stud,,🔩,1
student,,🎓️,3
studied,,📚️,1
studio,,🎬️,2
studious,,📚️,2
study,,📚️,3
stuff,,📦️,1
stuffing,,🦃,2
stuffy,,🤧,1
stultification,,😑,1
stultify,,😑,1
stumble,,🚶,2
stump,,🪵,2
stumpy,,🪵,1
stun,,😵,2
stung,,🐝,2
stunk,,🤢,1
stunning,,😍,2
stunt,,🎬️,2
stupefaction,,😵,1
stupefy,,😵,1
stupendous,,🤩,1
stupid,,🙄,2
stupidity,,🙄,2
stupor,,😵,2
sturdy,,💪,2
sturgeon,,🐟️,2
stutter,,🗣️,2
sty,,🐷,2
stye,,👁️,2
style,,👗,2
styli,,✒️,1
stylish,,👗,2
stylist,,💇,3
stylistic,,🎨,1
stylize,,🎨,2
stylus,,✒️,3
stymie,,🚧,2
styptic,,🩹,1
suave,,😎,2
suavity,,😎,1
sub,,🥪,3
subatomic,,⚛️,2
subbasement,,🏚️,2
subcommittee,,👥,1
subcompact,,🚗,2
subconscious,,🧠,2
subcontinent,,🗺️,2
subcontract,,📄,1
subculture,,👥,1
subcutaneous,,💉,2
subdivide,,➗️,2
subdivision,,🏘️,2
subdue,,🥊,2
subheading,,📰,2
subhuman,,👹,1
subject,,📚️,2
subjection,,⛓️,1
subjective,,🤔,1
subjectivity,,🤔,1
subjugate,,⛓️,2
subjugation,,⛓️,2
subjunctive,,📖,1
sublease,,📄,1
sublet,,📄,1
sublimate,,⚗️,1
sublimation,,⚗️,1
sublime,,✨️,2
subliminal,,🧠,1
submarine,,🚢,3
submerge,,🌊,2
submergence,,🌊,1
submersible,,🛥️,2
submersion,,🌊,2
submission,,🏳️,2
submissive,,🐕️,1
submit,,📤️,2
subnormal,,📉,1
subordinate,,👔,2
subordination,,📉,1
suborn,,💰️,1
subplot,,📖,1
subpoena,,📜,2
subscribe,,📩,2
subscript,,🔡,1
subscription,,📬️,2
subsequent,,➡️,1
subservience,,🙇,2
subservient,,🙇,2
subset,,🔢,1
subside,,📉,2
subsidence,,📉,1
subsidiary,,🏢,2
subsidization,,💰️,1
subsidize,,💰️,2
subsidy,,💰️,2
subsist,,🍞,1
subsistence,,🍞,2
subsoil,,🟤,1
subsonic,,✈️,1
substance,,🧪,2
substandard,,📉,1
substantial,,📏,1
substantiate,,✅️,1
substantiation,,✅️,1
substantive,,📄,1
substation,,⚡️,2
substitute,,🔄,2
substitution,,🔄,2
substrata,,🪨,1
substratum,,🪨,1
substructure,,🏗️,1
subsume,,➕️,1
subterfuge,,🎭️,2
subterranean,,🕳️,2
subtitle,,📝,2
subtle,,🤏,1
subtlety,,🤏,1
subtotal,,➕️,1
subtract,,➖️,3
subtraction,,➖️,3
subtropical,,🌴,2
suburb,,🏘️,2
suburban,,🏘️,2
suburbanite,,🏘️,1
suburbia,,🏘️,2
subversion,,🕵️,1
subversive,,🕵️,1
subvert,,🕵️,1
subway,,🚇️,3
succeed,,🏆️,2
success,,🏆️,3
successful,,🏆️,2
succession,,➡️,1
successive,,➡️,1
successor,,➡️,2
succinct,,✂️,1
succor,,🤲,1
succotash,,🌽,2
succulence,,🌵,1
succulent,,🌵,3
succumb,,😔,1
such,,👉️,1
suck,,👄,2
sucker,,🍭,2
suckle,,🍼,2
suckling,,🍼,1
sucrose,,🍬,2
suction,,🌀,2
sudden,,⚡️,2
suds,,🧼,2
sudsy,,🧼,2
sue,,⚖️,2
suede,,👞,1
suet,,🥩,1
suffer,,😖,2
sufferance,,😖,1
suffering,,😖,3
suffice,,✅️,1
sufficiency,,✅️,1
sufficient,,✅️,1
suffix,,🔤,2
suffocate,,😵,2
suffocation,,😵,2
suffrage,,🗳️,2
suffragette,,🗳️,2
suffuse,,🌅,1
suffusion,,🌅,1
sugar,,🍬,3
sugarless,,🚫,1
sugary,,🍬,2
suggest,,💡,2
suggestible,,🤷,1
suggestion,,💡,2
suggestive,,😏,1
suicidal,,😰,1
suicide,,😰,1
suit,,👔,3
suitability,,✅️,1
suitable,,✅️,2
suite,,🏨,2
suitor,,💐,2
sukiyaki,,🍲,2
sulfate,,🧪,1
sulfide,,🧪,1
sulfur,,🟡,2
sulfuric,,🧪,1
sulfurous,,🟡,1
sulk,,😔,2
sulky,,😔,2
sullen,,😔,2
sully,,🟤,1
sulphur,,🟡,2
sultan,,👳,2
sultana,,🍇,1
sultanate,,👳,1
sultry,,🥵,2
sum,,➕️,2
sumac,,🌿,1
sumach,,🌿,1
summarize,,📝,2
summary,,📝,2
summation,,➕️,1
summer,,☀️,3
summery,,☀️,2
summit,,⛰️,3
summon,,📯,2
summons,,📜,2
sumptuous,,🍽️,2
sun,,☀️,3
sunbather,,🏖️,2
sundae,,🍨,3
sunder,,✂️,1
sundries,,🧺,1
sung,,🎤,1
sunk,,🌊,2
sunken,,🌊,2
sunny,,☀️,3
suntan,,🧴,2
sunup,,🌅,2
sup,,🍽️,1
super,,👍️,2
superabundance,,📈,1
superabundant,,📈,1
superannuated,,👴,1
superb,,👍️,2
supercilious,,😤,1
superego,,🧠,1
superficial,,🤏,1
superficiality,,🤏,1
superfluity,,➕️,1
superfluous,,➕️,1
superhuman,,🦸,2
superimpose,,🖼️,1
superintend,,👔,1
superintendence,,👔,1
superintendent,,👔,2
superior,,👑,2
superiority,,👑,1
superlative,,🏆️,1
superman,,🦸,3
supermarket,,🛒,3
supernatural,,👻,2
supernova,,💥,3
supernovae,,💥,2
supernumerary,,➕️,1
superpower,,🦸,2
superscript,,🔠,1
supersede,,🔄,1
supersonic,,✈️,2
superstar,,🌟,2
superstition,,🔮,1
superstitious,,🔮,1
superstructure,,🏗️,1
supertanker,,🚢,2
supervise,,👀,2
supervision,,👀,2
supervisory,,👀,1
supine,,🛌,2
supper,,🍽️,3
supplant,,🔄,1
supple,,🤸,1
supplement,,💊,2
supplemental,,💊,1
supplementary,,💊,1
suppliant,,🙏,1
supplicant,,🙏,1
supplicate,,🙏,2
supplication,,🙏,2
supply,,📦️,2
support,,🤝,2
supportable,,✅️,1
supportive,,🤝,2
suppose,,🤔,2
supposed,,🤔,1
supposing,,🤔,1
supposition,,🤔,1
suppository,,💊,1
suppress,,🤐,2
suppression,,🤐,2
supranational,,🌐,1
supremacist,,👑,1
supremacy,,👑,2
supreme,,👑,2
surcharge,,💸,2
sure,,👍️,2
surely,,👍️,1
surety,,🤝,1
surf,,🏄️,3
surface,,🌊,2
surfeit,,🍽️,1
surfing,,🏄️,3
surge,,📈,2
surgeon,,🩺,2
surgery,,🏥,3
surgical,,🔪,2
surly,,😠,2
surmise,,🤔,1
surmount,,⛰️,1
surmountable,,⛰️,1
surname,,📛,2
surpass,,🏃,1
surplice,,👘,1
surplus,,➕️,2
surprise,,😲,3
surprising,,😲,2
surreal,,🌀,2
surrealism,,🎨,2
surrealist,,🎨,2
surrealistic,,🎨,2
surrender,,🏳️,3
surreptitious,,🕵️,2
surrey,,🐎,1
surrogate,,🤰,2
surround,,🔄,2
surroundings,,🏞️,2
surtax,,💸,1
surveillance,,📹️,3
survey,,📋️,2
survival,,🆘,2
survive,,🆘,2
survivor,,🏅,2
susceptibility,,🤒,1
susceptible,,🤒,2
sushi,,🍣,3
suspect,,🕵️,2
suspend,,⏸️,2
suspenders,,👔,2
suspense,,😬,2
suspenseful,,😬,2
suspension,,⏸️,2
suspicion,,🤨,2
suspicious,,🤨,3
sustain,,💪,1
sustenance,,🍞,2
suture,,🩹,3
svelte,,💃,1
swab,,🧹,2
swaddle,,👶,2
swag,,🎁,1
swagger,,🕺,2
swain,,🧑,1
swallow,,🐦️,2
swam,,🏊️,1
swami,,🧘,1
swamp,,🐊,3
swampy,,💧,2
swan,,🦢,3
swank,,💅,1
swanky,,💅,1
swap,,🔄,3
sward,,🌱,1
swarm,,🐝,3
swarthy,,🟤,1
swashbuckler,,🗡️,1
swastika,,✡️,1
swat,,🪰,2
swatch,,🎨,1
swath,,📏,1
swathe,,🩹,1
sway,,〰️,2
swear,,🤬,2
sweat,,💦,3
sweater,,🧥,3
sweaty,,💦,3
sweep,,🧹,3
sweeping,,🧹,2
sweet,,🍬,2
sweeten,,🍬,2
sweetener,,🍬,2
sweetie,,😘,1
sweetish,,🍬,1
swell,,📈,1
swelling,,🤕,2
swelter,,🥵,2
sweltering,,🥵,2
swept,,🧹,1
swerve,,↩️,2
swift,,⚡️,2
swig,,🍺,2
swill,,🍺,1
swim,,🏊️,3
swimming,,🏊️,3
swindle,,🎭️,2
swine,,🐖,3
swing,,🎢,2
swinish,,🐖,1
swipe,,👆️,2
swirl,,🌀,3
swish,,🕸️,1
switch,,🔀,2
swivel,,🔄,2
swollen,,🤕,2
swoon,,😍,2
swoop,,🦅,2
swop,,🔄,1
sword,,⚔️,3
swordsman,,🤺,2
swore,,🤬,1
sworn,,🤝,1
swum,,🏊️,1
swung,,〰️,1
sycamore,,🌳,2
sycophant,,🙇,1
sycophantic,,🙇,1
syllabi,,📚️,1
syllabic,,🔤,1
syllabication,,🔤,1
syllabification,,🔤,1
syllabify,,🔤,1
syllable,,🔤,2
syllabus,,📄,2
syllogism,,🧩,1
sylph,,🧚,1
sylvan,,🌲,1
symbiosis,,🤝,2
symbiotic,,🤝,2
symbol,,🔣,2
symbolic,,🔣,2
symbolism,,🎭️,1
symbolize,,🔣,1
symmetric,,🦋,1
symmetrical,,🦋,2
symmetry,,🦋,2
sympathetic,,🤗,2
sympathize,,🤗,2
sympathy,,🤗,3
symphonic,,🎼,2
symphony,,🎼,3
symposia,,🗣️,1
symposium,,🗣️,2
symptom,,🤒,3
symptomatic,,🤒,2
synagog,,🕍,3
synagogue,,🕍,3
synapse,,🧠,2
sync,,🔄,2
synch,,🔄,1
synchronization,,🔄,1
synchronize,,🔄,2
synchronous,,🔄,1
syncopate,,🎵,1
syncopation,,🎵,1
syndicate,,🤝,1
syndication,,📺️,1
syndrome,,🤒,2
synergism,,🤝,1
synergistic,,🤝,1
synergy,,🤝,1
synod,,⛪️,1
synonym,,🔤,2
synonymous,,🔤,1
synopses,,📝,1
synopsis,,📝,2
syntactic,,🔤,1
syntax,,🔤,2
syntheses,,🧪,1
synthesis,,🧪,2
synthesize,,🧪,2
synthesizer,,🎹,3
synthetic,,🧪,2
syphilis,,🦠,1
syphilitic,,🦠,1
syringe,,💉,3
syrup,,🍯,3
syrupy,,🍯,2
system,,⚙️,2
systematic,,📋️,1
systematize,,📋️,1
systemic,,⚙️,1
systolic,,❤️,1
tab,,🧾,2
tabby,,🐈️,2
tabernacle,,⛪️,2
table,,🪑,3
tableau,,🖼️,1
tableaux,,🖼️,1
tablet,,📱,3
tabloid,,📰,2
taboo,,🚫,2
tabular,,📊,1
tabulate,,📊,2
tabulation,,📊,1
tachometer,,🌡️,1
tacit,,🤐,1
taciturn,,🤐,2
taciturnity,,🤐,1
tack,,📌,2
tackle,,🏈,2
tacky,,🎗️,1
taco,,🌮,3
tact,,🤐,1
tactful,,🤝,1
tactic,,♟️,2
tactical,,♟️,2
tactician,,♟️,1
tactics,,♟️,2
tactile,,✋️,2
tactless,,😬,1
tad,,🤏,1
tadpole,,🐸,3
taffeta,,🧵,1
taffy,,🍬,2
tag,,🏷️,2
tail,,🐕️,2
tailless,,🐕️,1
tailor,,🧵,3
taint,,🦠,1
tainted,,🦠,1
take,,🤲,2
taken,,🤲,1
taking,,🤲,1
talc,,🧴,1
tale,,📖,2
talent,,🌟,2
talisman,,🧿,2
talk,,🗣️,3
talkative,,🗣️,2
tall,,📏,2
tallow,,🕯️,1
tally,,🔢,2
tallyho,,🦊,1
talon,,🦅,2
tamable,,🐴,1
tamale,,🌽,2
tamarind,,🌰,1
tambourine,,🎶,2
tame,,🐴,2
tamp,,👊,1
tamper,,🔧,1
tampon,,🩸,2
tan,,🏖️,2
tanager,,🐦️,1
tandem,,🚲️,2
tang,,😋,1
tangelo,,🍊,2
tangent,,📐,2
tangential,,📐,1
tangerine,,🍊,3
tangibility,,✋️,1
tangible,,✋️,2
tangle,,🧶,3
tango,,💃,3
tangy,,🍋,2
tank,,🛢️,2
tankard,,🍺,2
tanker,,🚢,2
tankful,,🛢️,1
tanner,,🧤,1
tannery,,🧤,1
tannin,,🍷,1
tantalize,,😏,1
tantalizing,,😋,2
tantamount,,⚖️,1
tantrum,,😡,3
tap,,🚰,2
tape,,📼,2
taper,,🕯️,2
tapestry,,🧵,2
tapioca,,🍮,1
tapir,,🐖,2
taps,,🎺,1
tar,,⚫️,2
tarantula,,🕷️,3
tardy,,⏰️,2
target,,🎯,3
tariff,,💸,2
tarmac,,🛬,1
tarnish,,🥉,1
taro,,🍠,1
tarot,,🔮,3
tarp,,🪣,1
tarpaulin,,🪣,1
tarpon,,🐟️,1
tarragon,,🌿,1
tarry,,⏳️,1
tart,,🥧,3
tartan,,🏴,2
tartar,,🦷,1
task,,📋️,2
tassel,,🎓️,2
taste,,👅,2
tasteful,,👍️,1
tasteless,,👎️,1
tasty,,😋,3
tat,,🎨,1
tatter,,🥼,1
tattered,,🥼,2
tatting,,🧵,1
tattle,,🗣️,1
tattoo,,💉,3
taught,,🍎,1
taunt,,😏,2
taupe,,🟤,1
taut,,➡️,1
tautological,,🔁,1
tautology,,🔁,1
tavern,,🍺,3
tawdry,,💅,1
tawny,,🟤,1
tax,,💸,3
taxable,,💸,2
taxation,,💸,2
taxi,,🚕,3
taxidermist,,🦌,2
taxidermy,,🦌,2
taxing,,😩,1
taxonomy,,📊,1
taxpayer,,💸,1
tea,,🍵,3
teach,,🍎,2
teachable,,🎓️,1
teacher,,🏫,2
teaching,,📚️,2
teak,,🌳,1
teal,,🟦,2
team,,👥,3
teamster,,🚚,2
tear,,😢,3
tearful,,😢,2
tease,,😜,2
teat,,🍼,1
technical,,🔧,1
technicality,,📄,1
technician,,🔧,2
technique,,🎓️,1
technocracy,,🏛️,1
technocrat,,🏛️,1
technological,,💻️,2
technologist,,💻️,2
technology,,💻️,3
tectonics,,🌋,1
tedious,,😴,2
tedium,,😴,2
tee,,⛳️,2
teem,,🐝,1
teen,,🧑,2
teenage,,🧑,2
teenaged,,🧑,1
teenager,,🧑,3
teens,,🧑,1
teeny,,🤏,1
teepee,,⛺️,3
teeter,,⚖️,2
teeth,,🦷,3
teethe,,🦷,2
teetotal,,🚱,1
teetotaler,,🚱,1
teetotaller,,🚱,1
telecast,,📺️,2
telecommute,,💻️,2
teleconference,,💻️,2
telegram,,📨,2
telegraph,,📠,2
telegraphic,,📠,1
telegraphy,,📠,1
telekinesis,,🔮,2
telemarketing,,📞,2
telemetry,,📡,1
telepathic,,🔮,2
telepathy,,🔮,2
telephone,,☎️,3
telephonic,,☎️,1
telephoto,,📷️,2
telescope,,🔭,3
telescopic,,🔭,2
telethon,,📺️,2
televangelist,,📺️,2
televise,,📺️,2
television,,📺️,3
tell,,🗣️,2
teller,,🏦,2
telling,,🗣️,1
temblor,,🌋,1
temerity,,😤,1
temp,,⏳️,1
temper,,😠,2
tempera,,🎨,1
temperament,,😤,1
temperamental,,😤,2
temperance,,🚱,1
temperate,,🌤️,1
temperature,,🌡️,3
tempered,,⚔️,1
tempest,,🌪️,2
tempestuous,,🌪️,2
tempi,,🎼,1
template,,📐,2
temple,,🛕,3
tempo,,🎼,2
temporal,,⏳️,1
temporary,,⏳️,2
temporize,,⏳️,1
tempt,,😈,2
temptation,,😈,2
tempting,,😋,2
temptingly,,😋,1
temptress,,😈,2
tempura,,🍤,3
ten,,🔟,3
tenability,,✅️,1
tenable,,✅️,1
tenacious,,💪,2
tenacity,,💪,2
tenancy,,🏠️,1
tenant,,🏠️,2
tend,,🌱,1
tendency,,📈,1
tendentious,,📢,1
tender,,💕,1
tenderize,,🔨,1
